编号,日期,客户编号,客户账号,咨询类型,广告帖子编号,引流账号 / 私信账号,负责人,销售名片,微信添加状态,咨询时间,回复时间,响应时间,关键词,网络地址地区,点击次数
418,2025/12/03,CUS0268,user_0268,主动咨询,POST0023,ACC001,Mia_Sales,已发送,已添加,2025-12-03 11:00,2025/12/03 11:06,57,DELE,加拿大,4
728,2025/06/19,CUS0464,user_0464,主动咨询,POST0098,ACC003,Leo_Sales,未发送,未添加,6月19日 19:40,6月19日 22:18,158,小孩课程,中国,2
28,2025-06-29,, user_0020 ,主动咨询,POST0050,ACC003,Leo_Sales,发送,未添加,2025-06-29 16:00,6月29日 16:44,44,B2,英国,1
61,2025年9月24日,,USER_0043,主动咨询,POST0032,ACC002,Leo_Sales,已发送,已添加,2025-09-24 15:00,9月24日 21:05,365,零基础,加拿大,1
405,11/21/2025,CUS0259,user_0259,主动评论,POST0059,ACC002,Sofia_Sales,未发送,已添加,2025-11-21 16:00,2025-11-21 16:15,15,零基础,英国,1
11,08/12/2025,CUS0010,user_0010,主动咨询,POST0115,ACC004,Mia_Sales,发送,已添加,2025-08-12 09:00,2025-08-12 09:07,49,口语,中国,4
466,2026-01-06,CUS0300,@user_0300,被动私信,POST0111,ACC003,Sofia_Sales,未发送,待添加,2026-01-06 20:00,2026/01/06 20:25,25,B2,西班牙,2
510,07/30/2025,CUS0331, user_0331 ,主动咨询,POST0024,ACC003,Sofia_Sales,已发送,待添加,2025-07-30 14:10,2025-07-30 14:19,9,小孩课程,英国,2
119,2026-07-17,CUS0076,user_0076,主动咨询,POST0011,ACC004,Sofia_Sales ,已发送,待添加,2026/07/17 09:50,2026/07/17 10:02,12,留学,新加坡,1
172,2026/01/03,CUS0109,user_0109,主动咨询,POST0059,ACC002,Sofia_Sales,已发送,已添加,2026-01-03 16:10,2026/01/03 16:22,12,DELE,澳大利亚,3
796,2025/12/03,CUS0512,user_0512,主动评论,POST0053,ACC004,Leo_Sales,未发送,已添加,2025/12/03 15:00,2025-12-03 15:11,11,口语,德国,4
762,2025-09-17,CUS0487,user_0487,主动评论,POST0109,ACC001,Leo_Sales,已发送,已添加,2025-09-17 19:20,2025/09/17 19:26,6,口语,新加坡,2
627,2025-11-15,CUS0403,user_0403,主动咨询,POST0100,ACC002,Leo_Sales,已发送,已添加,2025/11/15 19:10,2025-11-15 19:18,8,零基础,加拿大,4
581,2026/08/31,CUS0376,user_0376,主动评论,POST0073,ACC003,Sofia_Sales,未发送,未添加,2026/08/31 19:50,2026/08/31 20:06,16,B2,中国,1
295,2025-05-12,,user_0187,被动私信,POST0039,ACC004,Sofia_Sales,未发送,已添加,2025/05/12 17:30,2025/05/12 17:38,8,口语,中国,3
548,2026-03-04,CUS0356,user_0356,回访,POST0068,ACC003,Sofia_Sales,未发送,未添加,2026/03/04 18:10,2026-03-04 18:25,15,口语,西班牙,1
226,2025/04/03,CUS0141,user_0141,主动咨询,POST0013,ACC003,Sofia_Sales,已发送,待添加,4月3日 14:00,2025-04-03 14:04,4,口语,美国,3
62,2025/11/02,CUS0043,user_0043,主动评论,,ACC004,Leo_Sales,发送,已添加,2025-11-02 19:00,2025-11-03 02:10,430,小孩课程,新加坡,1
112,2026/02/14,CUS0071,user_0071,主动咨询,POST0022,ACC001,Mia_Sales,未发送,未添加,2026-02-14 17:10,2026/02/14 20:51,221,口语,德国,1
341,2025/11/21,CUS0219, user_0219 ,被动私信,POST0060,ACC001,Mia_Sales,发送,已添加,2025/11/21 16:00,2025/11/21 19:09,189,小孩课程,美国,4
95,04/30/2026,CUS0063,@user_0063,回访,,ACC002,Leo_Sales ,发送,已添加,2026-04-30 09:50,2026-04-30 10:00,10,B2,西班牙,4
26,2025-07-19,CUS0019,user_0019,主动咨询,POST0016,ACC004,Sofia_Sales,已发送,已添加,2025/07/19 20:10,,17,零基础,中国,1
109,2025-06-01,CUS0070,user_0070,主动咨询,POST0048,ACC003,Mia_Sales,已发送,已添加,2025-06-01 10:00,6月1日 10:11,11,DELE,西班牙,4
71,2025/07/16,CUS0048,user_0048,主动评论,POST0113,ACC003,Mia_Sales,已发送,已添加,2025-07-16 15:00,2025/07/16 15:02,2,DELE,新加坡,4
360,2026/08/10,CUS0230,user_0230,回访,POST0106,ACC002,Leo_Sales,已发送,已添加,2026/08/10 14:30,2026-08-10 14:51,21,DELE,美国,1
567,2026-05-01,,user_0368,主动评论,POST0106,ACC002,SOFIA_SALES,未发送,已添加,2026/05/01 09:20,2026/05/01 09:29,9,零基础,加拿大,2
307,2025-05-17,CUS0196,@user_0196,主动评论,POST0060,ACC001,Leo_Sales ,未发送,已添加,5月17日 16:00,2025-05-17 16:25,25,零基础,澳大利亚,3
733,2025/05/26,CUS0466,user_0466,主动咨询,POST0035,ACC002,SOFIA_SALES,已发送,已添加,2025/05/26 18:40,2025-05-26 19:33,53,DELE,新加坡,2
669,2025年10月10日,CUS0432,user_0432,主动咨询,POST0085,ACC001,MIA_SALES,已发送,未添加,2025/10/10 20:40,2025-10-10 20:52,12,B2,新加坡,1
20,2026-06-13,,user_0016,主动咨询,POST0006,ACC004,Sofia_Sales,发送,未添加,2026/06/13 17:00,2026/06/13 17:16,16,DELE,新加坡,4
148,2025-07-10,, user_0094 ,主动咨询,,ACC004,Sofia_Sales,未发送,已添加,7月10日 19:30,2025-07-10 19:51,21,留学,澳大利亚,2
396,2025/06/06,CUS0254,user_0254,主动咨询,POST0051,ACC002,SOFIA_SALES,未发送,待添加,2025-06-06 09:20,2025-06-06 09:26,6,留学,西班牙,2
534,2025-03-01,,user_0346,被动私信,,ACC001,Sofia_Sales,已发送,已添加,2025-03-01 18:50,2025-03-01 19:18,28,小孩课程,中国,2
364,2026/08/05,,user_0233,主动咨询,POST0011,ACC004,Sofia_Sales,已发送,已添加,2026-08-05 09:50,2026/08/05 10:21,31,零基础,中国,1
143,2025年12月23日,CUS0091,user_0091,被动私信,POST0061,ACC003,Sofia_Sales,未发送,已添加,2025/12/23 15:40,2025/12/23 18:58,198,零基础,中国,1
51,2026-08-31,CUS0035,user_0035,主动评论,POST0017,ACC001,SOFIA_SALES,已发送,待添加,2026/08/31 14:00,8月31日 14:12,12,零基础,西班牙,4
378,2025-12-23,CUS0241,user_0241,被动私信,POST0106,ACC002,Leo_Sales,已发送,未添加,2025-12-23 09:10,2025/12/23 09:25,15,口语,中国,1
121,08/04/2025,CUS0077,user_0077,被动私信,POST0082,ACC003,Leo_Sales,已发送,待添加,2025/08/04 11:30,8月4日 12:04,34,小孩课程,德国,1
82,2025-09-09,CUS0055,user_0055,主动咨询,POST0006,ACC004,SOFIA_SALES,未发送,已添加,2025-09-09 17:00,2025-09-09 17:17,17,零基础,英国,2
340,2026-01-02,CUS0218,user_0218,主动评论,POST0098,ACC003,Sofia_Sale,发送,未添加,1月2日 16:40,2026-01-02 17:09,29,口语,加拿大,1
99,2025-07-20,,user_0065,被动私信,POST0073,ACC003,Leo_Sales,已发送,待添加,2025-07-20 15:50,2025-07-20 16:12,22,零基础,美国,1
719,2025-06-03,,user_0459,回访,POST0081,ACC004,Mia_Sales,未发送,待添加,2025-06-03 20:50,2025-06-04 01:36,286,DELE,澳大利亚,3
684,2025-12-02,CUS0440,user_0440,被动私信,POST0013,ACC003,Sofia_Sales,已发送,未添加,2025-12-02 14:40,2025/12/02 14:45,5,留学,新加坡,4
240,09/03/2025,CUS0150,user_0150,主动咨询,POST0033,ACC002,Leo_Sales,未发送,已添加,2025/09/03 10:00,2025/09/03 14:08,248,留学,西班牙,3
15,2025-07-30,,user_0011,被动私信,,ACC002,Leo_Sales,未发送,未添加,2025-07-30 18:50,2025-07-30 18:54,4,小孩课程,德国,1
635,03/31/2026,CUS0409,user_0409,被动私信,POST0049,ACC002,Sofia_Sales,发送,待添加,2026-03-31 18:00,2026-03-31 18:09,9,B2,美国,3
249,04/09/2026,,user_0156,主动咨询,POST0034,ACC001,Mia_Sales,已发送,已添加,2026/04/09 16:50,2026-04-09 16:55,5,小孩课程,加拿大,2
136,2026年4月14日,CUS0085,user_0085,主动咨询,,ACC003,Sofia_Sales,已发送,已添加,4月14日 19:50,2026/04/14 19:59,9,DELE,德国,4
361,2026-08-29,CUS0230,user_0230,主动咨询,POST0087,ACC001,Leo_Sales,未发送,已添加,2026-08-29 19:50,8月29日 20:09,19,口语,美国,3
357,2025/09/06,CUS0228,USER_0228,被动私信,POST0067,ACC001,Sofia_Sales,未发送,未添加,2025-09-06 17:40,2025/09/06 17:45,5,B2,英国,4
516,2026-08-09,CUS0333,user_0333,主动咨询,POST0083,ACC001,Leo_Sales,发送,已添加,2026-08-09 09:40,2026-08-09 09:59,19,小孩课程,西班牙,1
318,2026/07/01,CUS0203, user_0203 ,主动咨询,POST0034,ACC001,Sofia_Sales,发送,已添加,2026-07-01 19:50,2026-07-02 04:14,504,B2,新加坡,3
34,2026-06-28,CUS0024,user_0024,主动咨询,POST0064,ACC004,Sofia_Sales,发送,未添加,6月28日 14:20,2026-06-28 14:27,42,DELE,澳大利亚,1
197,2025-08-25,,user_0123,回访,POST0024,ACC003,Mia_Sales,已发送,已添加,8月25日 11:30,2025/08/25 11:58,28,小孩课程,英国,1
790,2025/07/18,CUS0508,user_0508,回访,POST0020,ACC004,Leo_Sales,已发送,已添加,7月18日 20:20,2025/07/18 20:37,17,B2,加拿大,3
786,2025-11-26,CUS0504,user_0504,主动评论,POST0092,ACC002,Mia_Sales,未发送,未添加,2025-11-26 11:40,2025/11/26 11:54,14,B2,美国,1
257,07/01/2025,CUS0163,USER_0163,主动评论,POST0067,ACC001,Mia_Sales ,发送,已添加,2025/07/01 16:40,7月1日 16:46,6,DELE,德国,2
782,2025-07-14,CUS0502,user_0502,主动咨询,POST0091,ACC002,Sofia_Sales,发送,已添加,7月14日 11:30,2025-07-14 11:42,12,B2,中国,1
634,2026-03-04,,user_0408,主动咨询,,ACC003,Mia_Sales ,已发送,未添加,2026/03/04 09:30,2026-03-04 09:36,6,口语,英国,2
554,2026/04/16,CUS0359,user_0359,主动咨询,POST0041,ACC004,Sofia_Sales,已发送,已添加,2026-04-16 16:10,4月16日 16:15,55,口语,英国,3
609,2026年5月2日,CUS0391,@user_0391,回访,,ACC003,Sofia_Sales,未发送,已添加,2026-05-02 11:10,2026/05/02 11:26,66,小孩课程,中国,1
178,2026年6月3日,CUS0113,user_0113,被动私信,POST0108,ACC003,Leo_Sales,已发送,待添加,2026-06-03 16:10,6月3日 16:26,16,零基础,德国,1
159,2026年4月17日,CUS0103, user_0103 ,回访,POST0040,ACC004,Mia_Sale,未发送,已添加,2026-04-17 20:30,2026-04-17 20:38,8,小孩课程,加拿大,2
619,2026/03/30,, user_0397 ,主动咨询,POST0016,ACC004,Sofia_Sales,已发送,待添加,2026/03/30 20:20,2026/03/30 20:33,13,DELE,加拿大,2
284,2026/02/10,CUS0179,user_0179,被动私信,POST0091,ACC002,SOFIA_SALES,已发送,已添加,2026-02-10 16:40,2月10日 16:58,18,零基础,英国,1
96,2026/05/25,CUS0063,@user_0063,主动评论,POST0101,ACC003,Leo_Sales,已发送,已添加,2026/05/25 16:30,5月25日 17:20,50,零基础,美国,1
69,2025/10/03,CUS0047,user_0047,主动咨询,POST0011,ACC004,Sofia_Sales,已发送,已添加,10月3日 18:40,2025-10-03 18:49,9,DELE,英国,2
742,2026/03/07,CUS0474,user_0474,主动咨询,POST0085,ACC001,Leo_Sales,已发送,已添加,3月7日 17:00,2026-03-07 17:06,6,零基础,西班牙,4
780,2026-03-18,,user_0501,回访,,ACC004,Leo_Sales,发送,未添加,3月18日 17:20,2026-03-18 17:22,2,口语,西班牙,1
579,2026-08-09,CUS0376,user_0376,主动评论,POST0040,ACC004,Sofia_Sales,已发送,未添加,2026-08-09 16:40,8月9日 21:09,269,口语,西班牙,4
283,2025/08/14,CUS0178,user_0178,主动咨询,POST0007,ACC003,Mia_Sales,已发送,已添加,2025-08-14 14:00,8月14日 14:10,10,零基础,澳大利亚,1
565,03/15/2026,CUS0366,user_0366,被动私信,,ACC004,Mia_Sales,未发送,待添加,2026-03-15 17:40,2026/03/15 18:11,31,小孩课程,德国,4
679,2026-04-15,,user_0436,主动咨询,,ACC001,Mia_Sales,发送,已添加,2026-04-15 16:00,2026/04/15 16:07,7,零基础,中国,4
754,2025-09-07,CUS0481,user_0481,主动咨询,POST0114,ACC003,Sofia_Sales,已发送,待添加,9月7日 15:30,2025/09/07 15:42,12,留学,加拿大,1
486,2025/12/29,CUS0313, user_0313 ,主动咨询,POST0029,ACC001,Mia_Sales,未发送,待添加,2025-12-29 11:30,,16,小孩课程,加拿大,1
748,2026/08/03,CUS0478,user_0478,回访,POST0087,ACC001,Mia_Sales,发送,已添加,8月3日 9:00,2026-08-03 09:09,9,DELE,西班牙,4
235,2025/11/25,CUS0146,user_0146,主动咨询,POST0075,ACC004,Sofia_Sales,未发送,已添加,2025/11/25 14:40,2025/11/25 14:44,4,B2,新加坡,1
367,2025/04/14,CUS0234, user_0234 ,主动评论,,ACC001,Sofia_Sales,未发送,未添加,4月14日 11:50,2025/04/14 12:13,23,零基础,英国,3
365,2025年4月2日,CUS0234,user_0234,主动咨询,POST0017,ACC001,Sofia_Sales,已发送,未添加,4月2日 10:10,2025-04-02 10:31,21,零基础,加拿大,3
123,2025/12/10,,user_0078,主动咨询,POST0086,ACC004,Mia_Sales,已发送,待添加,12月10日 15:30,2025-12-10 15:50,20,零基础,英国,2
255,2026-04-09,CUS0161,user_0161,主动咨询,POST0040,ACC004,Leo_Sales,已发送,未添加,2026/04/09 18:10,4月9日 18:30,20,小孩课程,中国,1
151,06/15/2026,CUS0097,user_0097,被动私信,POST0011,ACC004,Mia_Sales,已发送,未添加,2026/06/15 18:00,2026-06-15 18:06,6,小孩课程,英国,4
411,05/05/2025,CUS0263,user_0263,主动咨询,,ACC003,Leo_Sales,未发送,未添加,2025-05-05 15:10,2025-05-05 15:32,22,留学,德国,2
569,2026-06-17,,user_0368,主动咨询,,ACC004,Sofia_Sales,已发送,已添加,2026/06/17 09:40,2026-06-17 09:59,19,B2,西班牙,2
296,2025-08-23,CUS0188,user_0188,主动咨询,POST0117,ACC001,Leo_Sales,发送,已添加,2025-08-23 09:50,2025/08/23 09:57,7,零基础,加拿大,3
485,2025年12月26日,CUS0313,user_0313,主动咨询,POST0026,ACC003,Mia_Sales,未发送,已添加,2025-12-26 10:30,2025-12-26 11:04,34,B2,西班牙,2
776,05/29/2025,CUS0497,user_0497,主动咨询,POST0042,ACC003,Leo_Sales,发送,已添加,2025/05/29 15:20,2025-05-29 15:30,10,零基础,澳大利亚,4
201,2025/05/06,CUS0125,user_0125,主动咨询,POST0100,ACC002,Sofia_Sales,发送,未添加,5月6日 20:50,2025-05-06 21:09,19,DELE,美国,1
727,2025年5月18日,CUS0464,user_0464,主动咨询,POST0080,ACC003,Leo_Sales,已发送,已添加,2025-05-18 20:10,2025-05-18 20:57,47,小孩课程,中国,1
521,2025-12-03,,user_0337,主动咨询,,ACC003,SOFIA_SALES,已发送,未添加,2025-12-03 19:10,2025-12-03 19:43,33,零基础,西班牙,4
423,2026-05-11,CUS0272,user_0272,主动评论,,ACC003,Sofia_Sales,已发送,未添加,2026-05-11 09:40,2026/05/11 10:00,20,小孩课程,德国,1
66,2026年6月1日,CUS0045,user_0045,主动评论,POST0089,ACC004,Mia_Sales,已发送,已添加,2026-06-01 18:30,6月1日 18:33,13,B2,德国,3
211,2026-08-07,,user_0129,被动私信,POST0018,ACC004,Mia_Sales,发送,已添加,2026/08/07 18:50,2026-08-07 19:02,12,零基础,澳大利亚,2
503,2026-02-22,CUS0325,user_0325,主动咨询,POST0034,ACC001,Sofia_Sales,已发送,已添加,2026-02-22 14:20,2月22日 14:26,6,DELE,中国,4
212,2026-05-21,CUS0130,user_0130,回访,POST0031,ACC002,Mia_Sales,未发送,未添加,2026-05-21 17:20,2026-05-21 17:35,15,小孩课程,德国,4
286,05/07/2026,CUS0181,user_0181,主动咨询,POST0087,ACC001,Mia_Sales,未发送,未添加,2026/05/07 16:40,2026-05-07 16:56,16,小孩课程,澳大利亚,3
43,2026-07-13,CUS0030,user_0030,主动咨询,POST0098,ACC003,Leo_Sales,已发送,已添加,2026/07/13 15:10,7月13日 15:20,10,小孩课程,美国,2
654,2026-06-27,,user_0422,主动咨询,,ACC003,Sofia_Sales,已发送,未添加,2026/06/27 10:00,2026-06-27 10:46,46,零基础,美国,1
437,2025年9月24日,CUS0283,user_0283,主动咨询,POST0015,ACC002,Mia_Sales ,已发送,待添加,2025-09-24 09:50,2025-09-24 10:04,14,小孩课程,澳大利亚,3
706,08/01/2025,CUS0452,user_0452,主动评论,POST0044,ACC001,Sofia_Sale,已发送,已添加,2025-08-01 19:50,2025-08-01 20:03,13,小孩课程,加拿大,3
188,2026-03-21,CUS0119,user_0119,主动咨询,POST0079,ACC001,Leo_Sales,已发送,未添加,2026-03-21 10:20,,26,留学,德国,3
346,2025年3月9日,,user_0222,主动评论,POST0007,ACC003,Leo_Sales,已发送,已添加,2025-03-09 11:00,2025-03-09 11:15,15,口语,澳大利亚,1
538,12/02/2025,CUS0349,user_0349,被动私信,,ACC004,Leo_Sales,未发送,未添加,2025/12/02 10:30,2025-12-02 10:37,7,口语,新加坡,3
459,05/10/2025,CUS0295,user_0295,主动评论,POST0111,ACC003,Sofia_Sales,已发送,未添加,2025-05-10 15:30,,42,口语,英国,3
571,2025/06/21,CUS0370,user_0370,主动咨询,POST0113,ACC003,Sofia_Sales,已发送,已添加,2025/06/21 18:00,6月21日 18:14,14,小孩课程,新加坡,2
650,2026-04-28,CUS0419,user_0419,回访,POST0065,ACC004,Mia_Sales,已发送,未添加,4月28日 20:40,4月28日 20:56,68,DELE,德国,3
802,2026/05/12,,user_0515,主动评论,POST0062,ACC002,Sofia_Sales,未发送,已添加,5月12日 20:40,2026/05/12 20:47,7,零基础,加拿大,2
778,2025-03-01,CUS0499, user_0499 ,被动私信,POST0097,ACC004,Sofia_Sales,已发送,已添加,2025-03-01 19:40,3月1日 20:01,21,零基础,新加坡,4
80,04/04/2025,CUS0054,user_0054,主动咨询,POST0057,ACC003,Mia_Sales,未发送,未添加,2025-04-04 20:10,2025/04/05 01:30,320,B2,英国,2
278,2026年1月21日,CUS0176,user_0176,主动咨询,POST0011,ACC004,Leo_Sales,未发送,已添加,2026-01-21 16:50,2026/01/21 17:12,64,小孩课程,西班牙,1
198,2025-10-07,CUS0123,user_0123,回访,POST0009,ACC003,Mia_Sales,已发送,已添加,2025-10-07 14:40,2025-10-07 15:33,53,留学,西班牙,4
511,2025-08-27,CUS0331,user_0331,回访,POST0117,ACC001,Sofia_Sales,未发送,已添加,2025-08-27 20:00,8月27日 20:19,19,口语,澳大利亚,3
801,2026/05/04,CUS0515,user_0515,被动私信,POST0004,ACC002,Sofia_Sales,发送,待添加,2026-05-04 14:00,,13,小孩课程,中国,1
263,2025年11月25日,CUS0167,user_0167,主动咨询,POST0027,ACC004,Leo_Sales,未发送,未添加,11月25日 14:50,2025-11-25 15:13,23,小孩课程,新加坡,1
315,2025-05-28,CUS0201,user_0201,主动咨询,POST0088,ACC001,Mia_Sales,已发送,已添加,5月28日 14:50,2025-05-28 14:59,9,口语,加拿大,1
594,2025/07/30,CUS0382,user_0382,主动咨询,POST0118,ACC004,Leo_Sales,未发送,已添加,2025/07/30 14:00,7月30日 14:41,41,零基础,美国,1
195,2025-12-04,CUS0121,user_0121,主动咨询,POST0008,ACC004,Mia_Sales,发送,已添加,2025-12-04 17:10,2025/12/04 17:19,9,小孩课程,澳大利亚,2
758,08/19/2025,CUS0484,user_0484,主动咨询,POST0086,ACC004,Leo_Sales,发送,未添加,8月19日 9:40,2025-08-19 09:43,3,小孩课程,美国,4
696,2026年2月22日,CUS0446,user_0446,被动私信,POST0048,ACC003,Mia_Sales,发送,未添加,2026/02/22 19:30,2026/02/22 19:38,8,零基础,西班牙,3
741,2025-11-02,CUS0473,@user_0473,被动私信,POST0104,ACC004,Sofia_Sales,已发送,已添加,2025-11-02 11:10,11月2日 11:26,16,留学,英国,4
769,12/08/2025,CUS0492,user_0492,主动咨询,,ACC003,Sofia_Sales,已发送,已添加,2025-12-08 10:20,2025/12/08 10:29,9,零基础,德国,4
2,2026年7月17日,CUS0002,user_0002,回访,POST0043,ACC002,Leo_Sales,发送,未添加,2026-07-17 09:20,2026-07-17 09:38,18,DELE,新加坡,2
33,2025-05-28,,@user_0023,被动私信,POST0015,ACC002,Leo_Sales,未发送,已添加,2025/05/28 19:20,5月28日 19:30,10,小孩课程,新加坡,4
508,2026/07/11,, user_0329 ,被动私信,POST0044,ACC001,Leo_Sales,未发送,已添加,2026-07-11 14:20,7月11日 14:27,7,小孩课程,新加坡,2
422,2025年12月24日,CUS0271,user_0271,主动咨询,POST0023,ACC001,Mia_Sales,已发送,已添加,2025/12/24 14:00,2025-12-24 14:12,12,小孩课程,德国,3
79,2026-07-20,CUS0053,user_0053,主动咨询,POST0045,ACC003,Mia_Sales,已发送,已添加,7月20日 20:50,2026/07/20 21:26,36,留学,西班牙,4
130,2026年4月8日,CUS0082,user_0082,回访,,ACC004,Sofia_Sales,未发送,未添加,4月8日 14:40,2026-04-08 14:59,19,零基础,中国,2
347,2025/03/18,CUS0222,user_0222,主动咨询,,ACC001,Leo_Sales,未发送,待添加,2025-03-18 14:40,2025-03-18 14:53,13,留学,美国,1
345,2025-07-01,CUS0221,user_0221,主动咨询,POST0106,ACC002,Sofia_Sales,已发送,待添加,7月1日 14:20,2025-07-01 14:24,4,口语,澳大利亚,2
518,2026-06-16,CUS0334,user_0334,主动咨询,POST0060,ACC001,Mia_Sales,发送,已添加,6月16日 15:20,6月16日 15:40,20,小孩课程,新加坡,1
447,2026-06-30,CUS0287,user_0287,被动私信,POST0107,ACC003,Mia_Sales,已发送,未添加,2026-06-30 17:40,2026-06-30 18:03,23,小孩课程,英国,4
431,2026/04/04,CUS0278,user_0278,被动私信,POST0102,ACC003,Sofia_Sales,发送,未添加,4月4日 17:20,2026/04/04 17:34,14,零基础,西班牙,4
54,2026-01-23,,user_0037,回访,POST0073,ACC003,Leo_Sales ,未发送,待添加,1月23日 11:40,1月23日 15:59,259,口语,中国,2
496,2026/03/24,CUS0319, user_0319 ,主动咨询,POST0070,ACC003,Sofia_Sales,未发送,已添加,2026-03-24 09:50,2026-03-24 10:03,13,留学,加拿大,4
753,2025-08-31,CUS0481,user_0481,被动私信,POST0021,ACC003,Sofia_Sales,未发送,已添加,2025/08/31 09:10,2025/08/31 09:27,17,B2,新加坡,1
267,2025/07/21,CUS0170,user_0170,被动私信,POST0112,ACC004,Mia_Sales ,发送,未添加,7月21日 10:10,2025-07-21 10:26,16,口语,新加坡,4
462,2026-07-12,CUS0298, user_0298 ,回访,,ACC002,Leo_Sales,发送,已添加,7月12日 11:30,7月12日 11:36,6,零基础,西班牙,2
336,2026-06-01,CUS0215,user_0215,主动咨询,POST0051,ACC002,Leo_Sales,发送,已添加,2026-06-01 09:50,2026-06-01 10:07,17,口语,英国,4
442,2025-04-29,CUS0285, user_0285 ,被动私信,POST0056,ACC001,Sofia_Sale,发送,已添加,2025/04/29 14:10,2025/04/29 14:12,2,小孩课程,美国,3
230,2025-07-20,CUS0143,user_0143,主动评论,POST0095,ACC003,Sofia_Sales,已发送,已添加,2025-07-20 11:20,7月20日 11:31,11,DELE,西班牙,4
352,2026年7月26日,CUS0226, user_0226 ,回访,POST0017,ACC001,Mia_Sales,发送,未添加,2026-07-26 09:40,2026/07/26 09:56,16,口语,中国,2
72,2025-07-22,CUS0048,@user_0048,主动评论,POST0015,ACC002,Mia_Sales,已发送,已添加,2025-07-22 18:50,2025/07/22 19:12,22,口语,澳大利亚,1
504,2025-06-15,CUS0326,user_0326,主动咨询,POST0049,ACC002,Mia_Sales,未发送,未添加,2025-06-15 10:00,2025-06-15 10:29,29,小孩课程,美国,3
746,2025年8月6日,,@user_0476,主动咨询,POST0046,ACC004,Sofia_Sales,未发送,未添加,2025/08/06 09:10,8月6日 9:32,22,B2,加拿大,2
311,2025-11-12,CUS0199,user_0199,回访,POST0003,ACC001,SOFIA_SALES,已发送,已添加,2025/11/12 15:30,11月12日 15:49,19,DELE,中国,3
730,2025-12-15,CUS0465,user_0465,主动咨询,POST0068,ACC003,Mia_Sales,发送,已添加,2025/12/15 15:00,12月15日 15:14,14,口语,英国,3
247,2026-03-10,CUS0155,user_0155,主动咨询,POST0039,ACC004,Leo_Sales,未发送,未添加,3月10日 15:00,3月10日 15:28,28,小孩课程,中国,3
703,2025年3月10日,CUS0450,user_0450,主动评论,POST0046,ACC004,Mia_Sales,发送,已添加,3月10日 11:10,2025/03/10 11:15,5,留学,德国,3
299,2026/02/27,CUS0189,user_0189,主动咨询,POST0054,ACC004,Leo_Sales,已发送,已添加,2026/02/27 18:10,2月27日 18:16,23,留学,英国,3
792,2026-07-05,CUS0510,USER_0510,主动咨询,POST0039,ACC004,Sofia_Sales,发送,已添加,2026/07/05 09:10,2026/07/05 18:50,580,小孩课程,澳大利亚,1
637,2025-03-01,CUS0411,user_0411,主动评论,POST0097,ACC004,Leo_Sales,未发送,已添加,2025-03-01 09:30,2025-03-01 09:49,78,口语,美国,2
59,2026/04/12,CUS0042,user_0042,主动咨询,POST0056,ACC001,Mia_Sales,未发送,已添加,2026/04/12 14:40,2026/04/12 14:57,17,小孩课程,西班牙,4
717,10/02/2025,CUS0458,user_0458,主动咨询,POST0096,ACC002,Mia_Sales ,已发送,已添加,2025-10-02 09:10,10月2日 9:33,23,小孩课程,西班牙,2
630,2025-08-07,CUS0406,user_0406,回访,,ACC004,Mia_Sales,已发送,已添加,2025-08-07 15:50,8月7日 16:26,36,B2,澳大利亚,2
301,10/21/2025,,user_0191,被动私信,POST0109,ACC001,Leo_Sales,已发送,已添加,2025-10-21 16:50,2025-10-21 16:58,8,口语,西班牙,2
322,2026/02/19,,user_0207,被动私信,POST0024,ACC003,Leo_Sales,未发送,已添加,2026-02-19 18:50,2026-02-19 18:56,6,小孩课程,西班牙,3
428,2025年7月13日,CUS0276,user_0276,被动私信,POST0045,ACC003,Mia_Sales,已发送,未添加,2025-07-13 10:50,2025-07-13 11:07,17,DELE,英国,3
597,02/05/2026,CUS0384,user_0384,主动咨询,POST0017,ACC001,Leo_Sales,已发送,已添加,2026-02-05 11:50,2月5日 14:46,176,小孩课程,新加坡,2
58,08/08/2025,CUS0041,user_0041,主动咨询,POST0043,ACC002,Sofia_Sales,已发送,未添加,8月8日 14:20,2025/08/08 14:36,16,小孩课程,中国,2
268,2025年8月5日,CUS0171,@user_0171,主动咨询,POST0048,ACC003,Sofia_Sales,未发送,已添加,8月5日 17:30,2025-08-05 17:53,23,小孩课程,中国,2
64,2026-06-23,CUS0044,USER_0044,主动咨询,,ACC004,Leo_Sales ,未发送,未添加,2026-06-23 14:20,2026-06-23 14:42,22,零基础,中国,4
406,2025/12/09,CUS0260,user_0260,主动评论,,ACC001,Sofia_Sales,未发送,已添加,2025-12-09 20:30,2025/12/09 21:09,39,口语,英国,2
173,2025/05/06,,user_0110,主动咨询,POST0103,ACC002,Leo_Sales,已发送,未添加,2025-05-06 14:00,2025/05/06 14:10,10,口语,中国,3
107,2025-07-11,CUS0069,@user_0069,回访,POST0103,ACC002,Leo_Sales,未发送,未添加,2025/07/11 09:50,2025-07-11 10:09,19,小孩课程,新加坡,4
369,2025/04/18,CUS0236,user_0236,主动咨询,POST0083,ACC001,Sofia_Sales,未发送,已添加,2025/04/18 20:10,2025/04/18 20:24,14,零基础,美国,4
356,2025/07/30,CUS0228,user_0228,主动咨询,POST0052,ACC002,Sofia_Sales,未发送,未添加,2025/07/30 17:30,2025/07/30 17:39,9,B2,西班牙,3
